Package,dataset_title
colorSpec,CIE Color Matching Functions - 2-degree (1931)
colorSpec,CIE Color Matching Functions - 10-degree (1964)
colorSpec,Standard Illuminant D50 (1964)
colorSpec,standard RGB scanners
colorSpec,Standard Daylight Components
colorSpec,Standard Solar Irradiance - Extraterrestrial and Terrestrial
colorSpec,Theoretical RGB Cameras - BT.709.RGB and Adobe.RGB
colorSpec,Package colorSpec - Color Calculations with Emphasis on Spectral Data
colourvision,Honeybee photoreceptors
colourvision,CIE Standard Illuminant D65 in quantum flux (umol/m2/s)
colourvision,Brazilian savannah background reflectance spectrum.
colourvision,"c(""\\Sexpr[results=rd,stage=build]{tools:::Rd_package_title(\""#1\"")}"", ""colourvision"") list(""tools:::Rd_package_title(\""colourvision\"")"")"
ComICS,Shared Immunological datasets
ComICS,Example datasets for runnning dcq
ComICS,Example datasets for runnning vocal
CommonTrend,Data set for logged stock indices in three benchmark markets
CommonTrend,"Representation of class list(""ComT"")"
CommT,Comparative phylogeographic analysis using the community tree framework
COMMUNAL,Breast Cancer gene expression data.
COMMUNAL,"TCGA Breast Cancer subset list(list(""clusterRange"")) output"
COMMUNAL,COmbined Mapping of Multiple clUsteriNg ALgorithms
COMMUNAL,"Class list(""\""COMMUNAL\"""")"
Comp2ROC,Zhang Dataset
Comp2ROC,CAS2015 Dataset
Comp2ROC,Comparation of Two ROC Curves that Intersect
compareDF,Data set created set to show off the package capabilities - Results of students for 2010
compareDF,Data set created set to show off the package capabilities - Results of students for 2011
compareGroups,REGICOR cross-sectional data
compareGroups,Descriptive analysis by groups
compareGroups,PREDIMED randomized trial
CompareTests,Fictitious data on specimens tested by two methods
CompareTests,Correct for Verification Bias in Diagnostic Accuracy & Agreement
comparison,Data - elemental composition of glass
comparison,Calculates and compares likelihood ratios for uni/multivariate comparison problems
comparison,"Class of object list(""compitem"")"
comparison,"Class of object list(""compcovar"")"
compeir,Pneumonia on admission in intenive care unit patients
compeir,Bloodstream infections in stem-cell transplanted patients
compeir,Competing events incidence rates and corresponding statistics
compete,Winner-Loser Edgelist
compete,Human sociomatrix
compete,Bonobo sociomatrix
compete,Mouse sociomatrix
compete,Caribou sociomatrix
Compind,Composite Indicators - Compind
compoisson,Insurance Count Datasets
compoisson,Conway-Maxwell Poisson Distribution
COMPoissonReg,Freight dataset
COMPoissonReg,Couple dataset
COMPoissonReg,Estimate parameters for COM-Poisson regression
compositions,Steroid metabolite patterns in adults and children
compositions,Serum Protein compositions of blood samples
compositions,Blood samples
compositions,Honk Kong Pogo-Jumps Championship
compositions,Shifts of machine operators
compositions,Artic lake sediment samples of different water depth
compositions,Compositions and depth of 25 specimens of boxite
compositions,Compositions of 25 specimens of kongite
compositions,Permeabilities of bayesite
compositions,"Compositions, depths and porosities of 25 specimens of coxite"
compositions,Compositions of 25 specimens of hongite
compositions,Measurement of skulls
compositions,Household Expenditures
compositions,Firework mixtures
compositions,"Proportions of sand, silt and clay in sediments specimens"
compositions,Activity patterns  of a statistician for 20 days
compositions,Activity patterns  of a statistician for 20 days
compositions,Color-size compositions of 20 clam colonies from East Bay
compositions,The jura dataset
compositions,Color-size compositions of 20 clam colonies from West Bay
compositions,Compositions and total pebble counts of 92 glacial tills
compositions,Yatquat fruit evaluation
compositions,Diagnostic probabilities
compositions,Proportions of supervisor's statements assigned to different categories
compositions,White-cell composition of 30 blood samples by two different methods
compositions,Animal and vegetation measurement
compositions,AFM compositions of 23 aphyric Skye lavas
compositions,Hydrochemical composition data set of Llobregat river basin water (NE Spain)
compositions,library(compositions)
compositions,Simulated amount datasets
compound.Cox,Primary biliary cirrhosis (PBC) of the liver data
compound.Cox,"Estimation, Gene Selection, and Survival Prediction Based on the Compound Covariate Method Under the Cox Proportional Hazard Model."
compound.Cox,Survival data for patients with non-small-cell lung cancer.
Compounding,Compound distribution
CompR,"Methods for Function list(""getCons"")"
CompR,"Methods for Function list(""getCrit"")"
CompR,"Methods for Function list(""getPaircomp"")"
CompR,"Methods for Function list(""getProd"")"
CompR,"Methods for Function list(""show"")"
CompR,"Class list(""\""DataPairComp\"""")"
CompR,Paired Comparison Data Analysis
CompR,"Class list(""\""BradleyEstim\"""")"
concordance,List of separately concorded codes
concordance,Table of Rauch classifications
concordance,HS-SITC2 conversion table
concordance,Table of trade elasticities
concordance,HS-NAICS-SIC Concordance Table
concordance,Product code lengths
concordance,Product code lengths
concordance,Product Concordance
cond,Approximate conditional inference for logistic and loglinear models
condGEE,Asthma recurrence in children
CONDOP,Coverage Vector 1
CONDOP,Develop ensemble classifiers for condition-dependent operon predictions.
CondReg,Weekly stock price data
CondReg,Standard & Poors index
condSURV,Bladder Cancer Recurrences.
condSURV,German Breast Cancer Study Data.
condSURV,Chemotherapy for Stage B/C colon cancer.
condSURV,"condSURV: c(""\\Sexpr[results=rd,stage=build]{tools:::Rd_package_title(\""#1\"")}"", ""condSURV"") list(""tools:::Rd_package_title(\""condSURV\"")"") %A package for nonparametric estimation of the survival functions for ordered multivariate failure time data."
condvis,Conditional Visualization for Statistical Models
coneproj,A Two Dimensional Constraint Matrix
coneproj,A Data Set for the Example of the Qprog Function
coneproj,Forced Expiratory Volume
coneproj,Foot Measurements for Fourth Grade Children
confidence,Simulated Metal Contents
confidence,Annual Average Environmental Quality Ratio for Macrofauna.
confidence,"Annual Average 1,2-dichloroethane Concentration"
conformal,Small Molecule Solubility (LogS) Data: PaDEL descriptors for the test set
conformal,Small Molecule Solubility (LogS) Data: PaDEL descriptors for the taining set
conformal,Small Molecule Solubility (LogS) Data: solubility values for the datapoints in the test set
conformal,Small Molecule Solubility (LogS) Data: solubility values for the datapoints in the training set
conformal,Small Molecule Solubility (LogS) Data
conformal,"Class list(""\""ConformalClassification\"""") : Conformal Prediction for Classification"
conformal,"Class list(""\""ConformalRegression\"""") : Conformal Prediction for Regression"
conformal,conformal: an R package to calculate prediction errors in the conformal prediction framework
confreq,The Data Example from Lazarsfeld and Henry
confreq,The Lienert (1978) Data
confreq,The Linert LSD Data
confreq,The Linert suicide Data
confreq,The Data Example from Stemmler 2014
confreq,Configural Frequencies Analysis Using Log-linear Modeling
conjoint,Sample data for conjoint analysis.
conjoint,Sample data for conjoint analysis.
conjoint,Sample data for conjoint analysis.
conjoint,Sample data for conjoint analysis.
ConjointChecks,5000 sampled 3-matrices from simulated Rasch data.
ConjointChecks,ConjointChecks: A package to check the cancellation axioms of conjoint measurement.
ConjointChecks,"Class ""checks"""
ConnMatTools,Connectivity matrix for loco (Concholepas concholepas) from Chile
ConnMatTools,Sample LOD score data for simulated and real parent-child pairs
ConnMatTools,Tools for working with connectivity matrices
conover.test,Occupation and Home Care Eligibility
ConSpline,Height and Diameter of 36 White Spruce trees.
ConSpline,"Voting Data for Counties in Georgia, for the 2000 U.S. Presidential Election"
ConSpline,Partial Linear Least-squares Regression with Constrained Splines
ConsRank,sports data
ConsRank,Brook and Upton data
ConsRank,German political goals
ConsRank,Emond and Mason data
ConsRank,"American Psychological Association dataset, full version"
ConsRank,"American Psychological Association dataset, reduced version with only full rankings"
ConsRank,Idea data set
ConsRank,USA rank data
ConsRank,Compute the Median Ranking According to the Kemeny's Axiomatic Approach
constrainedKriging,"Class ""preCKrigePoints"""
constrainedKriging,"Class ""preCKrigePolygons"" ~~~"
constrainedKriging,"Spatial interpolation (2D) by constrained, covariance-matching constrained and universal, global Point or Block Kriging"
constrainedKriging,Spatial Variance-Covariance Matrices for Points and Polygons of any Shape
constrainedKriging,constrainedKriging a package for nonlinear spatial predictions with local change of support
ContaminatedMixt,Wine Data Set
conting,"Alcohol, Obesity and Hypertension: A Complete 4 * 3 * 2 Table"
conting,Risk Factors for Coronary Heart Disease: A Complete 2^6 Table
conting,Persons born with Spina Bifida: An Incomplete 2 * 2 * 2 * 3 Table
conting,People Who Inject Drugs in Scotland 2006: An Incomplete 2^7 Table
conting,Bayesian Analysis of Complete and Incomplete Contingency Tables
convoSPAT,Mixture component grids for the western United States
convoSPAT,"Annual precipitation measurements from the western United States, 1997"
convoSPAT,Prediction locations for the western United States
convoSPAT,Simulated nonstationary dataset
cooccur,Beetle occurrence data from (Ulrich and Zalewski 2006).
cooccur,Finch occurrence data from (Sanderson 2000).
cooccur,Rodent occurrence data from (Brown and Kurzius 1987).
cooccur,cooccur: Probabilistic Species Co-occurrence Analysis in R
copBasic,"Porosity and Permeability Data for Well-266 of the Reinecke Oil Field, Horseshoe Atoll, Texas"
copBasic,"Porosity and Permeability Data for the Reinecke Oil Field, Horseshoe Atoll, Texas"
copBasic,"Basic Theoretical Copula, Empirical Copula, and Various Utility Functions"
copula,LOSS and ALAE Insurance Data
copula,Daily Crude Oil and Natural Gas Prices from 2003 to 2006
copula,Daily Returns of Three Stocks in the Dow Jones
copula,Uranium Exploration Dataset of Cook & Johnson (1986)
copula,SMI Data -- 141 Days in Winter 2011/2012
copula,"Class ""interval"" of Simple Intervals"
copula,Methods for Scatter Plot Matrix 'splom2' in Package 'copula'
copula,Methods for 'plot' in Package 'copula'
copula,Cloud Plot Methods ('cloud2') in Package 'copula'
copula,Contour Plot  Methods 'contourplot2' in Package 'copula'
copula,Perspective Plots - 'wireframe2' in Package 'copula'
copula,"Mother Classes ""Copula"", etc of all Copulas in the Package"
copula,Generator Functions for Archimedean and Extreme-Value Copulas
copula,"Specific Archimedean Copula Families (""acopula"" Objects)"
CopulaREMADA,The computing tomography data
CopulaREMADA,The lymphangiography data
CopulaREMADA,The magnetic resonance imaging data
CopulaREMADA,The orale glucose tolerance data
CopulaREMADA,The beta-D-Glucan-data
CopulaREMADA,The telomerase data
CopyDetect,"Simulated Data Based on Nominal Response IRT Model (Bock, 1972)"
CopyDetect,Nominal Response Model Item Parameters
corclass,Sample data for Correlational Class Analysis.
corclass,Correlational Class Analysis package
CORE,A table of chromosome boundary positions for DNA copy number analysis %%   ~~ data name/kind ... ~~
CORE,A table of DNA copy number gain events observed in 100 individual tumor cells %%   ~~ data name/kind ... ~~
coreNLP,Annotation of first two lines of Albert Camus' L'Etranger
coreNLP,Annotation of first line of JK Rowling's The Philosopher's Stone
corHMM,Example datasets
CORM,Yeast Cell Cycle Data Set
CORM,Yeast Cell Cycle Data Sets of wild type and single mutant
CORM,Breast Cancer Data Set
CORM,miR-let-7f Targets Data Set
CORM,Clustering of Regression Models Method
corpora,corpora: statistical inference from corpus frequency data
corr2D,FT-Raman spectra of furan maleimide based self-healing polymer
CorrBin,Shell Toxicology data
CorrBin,EGDE data
CorrBin,Developmental toxicology study of DEHP in mice
CorrBin,Nonparameterics for Correlated Binary and Multinomial Data
CorrectOverloadedPeaks,"A test dataset of class list(""xcmsRaw"") ."
CorrectOverloadedPeaks,"A test dataset of class list(""mzXML"") ."
Correlplot,Correlations between three  variables
Correlplot,Marks for 5 student exams
Correlplot,Heights of mothers and daughters
Correlplot,Correlations between characteristics of aircraft
Correlplot,Correlations for 10 generated variables
Correlplot,Correlation matrix for boys of the Berkeley Guidance Study
Correlplot,Correlation matrix for height and length
Correlplot,Correlations between educational and demographic variables
Correlplot,Correlations between size measurements of archeological goblets
Correlplot,Correlations between sources of protein
Correlplot,Correlations between sources of protein
Correlplot,Correlations between  national track records for men
Correlplot,Correlations between marks for 5 exams
Correlplot,Correlation matrix of characteristics of Australian athletes
Correlplot,Correlations between thirtheen fysiological variables
CorrMixed,An example dataset
COSINE,The protein protein interaction network data
COSINE,The scaled ECF statistics of all the edges
COSINE,The scaled ECF-statistics of all the edges
COSINE,The simulated data sets used in the paper
COSINE,The unstandardized F-statistics and ECF-statistics of simulated dataset 1
COSINE,The standardized F-statistics and ECF-statistics for the comparison between simulated data1 and the control data
COSINE,Result of genetic algorithm search for simulated data set1
CosmoPhotoz,PHAT0 test dataset
CosmoPhotoz,PHAT0 train dataset
CosmoPhotoz,Photometric redshift estimation based on generalized linear models
cosso,BUPA Liver Disorder Data
cosso,Veterans' Administration Lung Cancer study
cosso,"Ozone pollution data in Los Angels, 1976"
costat,Particular section of FTSE log-return series.
costat,Particular section of SP500 log-returns series.
costat,Log-returns time series of the SP500 and FTSE100 indices
COUNT,smoking
COUNT,azcabgptca
COUNT,titanic
COUNT,azdrg112
COUNT,medpar
COUNT,fasttrakg
COUNT,lbw
COUNT,lbwgrp
COUNT,titanicgrp
COUNT,badhealth
COUNT,loomis
COUNT,affairs
COUNT,rwm
COUNT,azprocedure
COUNT,azpro
COUNT,fishing
COUNT,ships
COUNT,rwm1984
COUNT,rwm5yr
COUNT,nuts
COUNT,mdvis
Counterfactual,"NLSW, 1988 extract"
Countr,fertility data
CountsEPPM,Number of trials (implantations) of data of Williams (1996).
CountsEPPM,Green-backed herons as two groups
CountsEPPM,"Number of trials (implantations) in data of Luning, et al. (1966)"
CountsEPPM,Takeover bids data.
CountsEPPM,Titanic survivors data
CountsEPPM,Ceriodaphnia data
CountsEPPM,Fitting of EPPM models to count and binary data.
countyweather,County latitude and longitude designations.
countyweather,County land area data.
covBM,Serial CD4 counts in children with HIV.
covmat,Factor Data
covmat,Symbol Data
covmat,Symbol Data
covmat,Symbol Data
covmat,Simulated data for Spiked Covarianve Model
covreg,Modified Rosner's FEV data
covreg,A simultaneous regression model for the mean and covariance
CovSel,"Simulated Data, Continuous"
CovSel,"Real data, Lalonde"
CovSel,"Simulated Data, Factors"
CovSel,"Simulated Data, Mixed"
covsep,covsep: tests for determining if the covariance structure of 2-dimensional data is separable
coxinterval,Breast cosmesis data
coxinterval,Simulated dual-censored data from an illness-death process
coxinterval,Simulated dual-right--censored data from an illness-death process
coxme,Simulated data set based on an EORTC trial
coxphf,Breast Cancer Data Set
coxphw,Gastric Cancer Data
coxphw,Biofeedback Treatment Data
coxphw,Weighted Estimation in Cox Regression
CoxRidge,Ovarian cancer data set
CoxRidge,German Breast Cancer Study Group.
coxsei,%%   ~~ data name/kind ... ~~ A simulated data set from a CoxSEI model
coxsei,Fit a Cox-type self-exciting intensity model (CoxSEI) to right-censored counting process data
CP,Conditional Power Calculations
cp4p,"Dataset ""LFQRatio2"""
cp4p,"Dataset ""LFQRatio25"""
cpa,Dataset from Bellino and co-workers (in press)
cpa,List of variables for model in Bellino and co-workers (in press)
cpa,List of direct interactions for the model in Bellino and co-workers (in press)
CpGassoc,"Sample data from list(""CpGassoc"")"
CpGassoc,Association Between Methylation and a Phenotype of Interest
cplm,Data sets in the cplm pakcage
cplm,Tweedie compound Poisson linear models
cplm,Classes and Methods for a Compound Poisson Linear Model Object
cpm,Foreign Exchange Data
cpm,The Change Point Model Package
CPMCGLM,dataset for CPMCGLM package.
Cprob,Monoclonal Gammopathy of Undetermined Significance
Cprob,Conditional probability function of a competing event
cquad,Simulated dataset
cquad,Conditional Maximum Likelihood for Quadratic Exponential Models for Binary Panel Data
crackR,Probabilistic damage tolerance analysis for fatigue cracking of metallic aerospace structures
crackR,"Examples CP4, CP6, and CP7, adapted from PRobability Of Fracture (PROF) v3.0 documentation (in various forms)."
creditr,The creditr package.
creditr,LIBOR rates from 2004-01-01 to 2015-08-03
CRF,Rain data
CRF,Chain CRF example
CRF,Clique CRF example
CRF,Loop CRF example
CRF,Small CRF example
CRF,Tree CRF example
CRF,CRF - Conditional Random Fields
cricketr,Data set for Lasith Malinga
cricketr,Data set for Ravichander Ashwin
cricketr,Data set for AB Devilliers
cricketr,Data set for Rahul Dravid
cricketr,Data set for Sourav Ganguly
cricketr,Data set for Chris Gayle
cricketr,Data set for Virat Kohli
cricketr,Data set for Anil Kumble
cricketr,Data set for Anil Kumble
cricketr,Data set for Anil Kumble
cricketr,Data set for Lasith Malinga
cricketr,Data set for Glenn Maxwell
cricketr,Data set for Ajantha Mendis
cricketr,Data set for Mitchell Johnson
cricketr,Data set for Muthiah Muralitharan
cricketr,Data set for Sunil Narine
cricketr,Data set for Virendar Sehwag
cricketr,Data set for Virendar Sehwag
cricketr,Data set for Virendar Sehwag
cricketr,Data set for Tim Southee
cricketr,Data set for Dale Steyn
cricketr,Data set for Sachin Tendulkar
cricketr,Data set for Sachin Tendulkar
cricketr,Data set for Sachin Tendulkar
cricketr,Data set for Sachin Tendulkar
cricketr,Data set for Shane Warne
cricketr,Data set for Ravichandran Ashwin
cricketr,Data set for Samuel Badree
cricketr,Data set for Virat Kohli
cricketr,"This package analyzes the performances of cricketers using ESPN Cricinfo Statsguru data. The analysis can be done for Test, ODI and Twenty20 cricket for both batsman & bowlers"
crimCV,Adjudicated Toronto Youth Data (Sample 1)
crimCV,Time-at-risk for the Adjudicated Toronto Youth Data (Sample 1)
crimCV,Adjudicated Toronto Youth Data (Sample 2)
crimCV,Time-at-risk for the Adjudicated Toronto Youth Data (Sample 2)
crimCV,Adjusted Adjudicated Toronto Youth Data (Sample 1)
crimCV,Adjusted Adjudicated Toronto Youth Data (Sample 2)
crimelinkage,"list(""crimelinkage"") package: Statistical Methods for Crime Series Linkage"
crmn,Dilution mixture dataset.
crmn,Accessor for the analytes
crmn,Accessor for the Internal Standards
crmn,Matrix safe accessor of expression slot
crmn,Show method for nFit
crmn,CRMN
crmn,Make X
crmn,Accessor
crossdes,The Beer Testing Data in Kunert (1998)
crossdes,Experimental Design for the Beer Testing Data in Kunert (1998)
crossdes,Experimental Design for the Beer Testing Data in Kunert (1998)
Crossover,Example search results for two treatments
Crossover,Selected Cross-Over designs from literature
crp.CSFP,Portfolio data for the Credit Suisse example portfolio
crp.CSFP,Sector variances for the Credit Suisse example portfolio
crp.CSFP,Risk matrix for the Credit Suisse example portfolio
crp.CSFP,Calculating risk contributions to standard deviation
crp.CSFP,Checking input data for plausibility
crp.CSFP,Calculating portfolio statistics
crp.CSFP,Calculating the loss distribution
crp.CSFP,Calculating risk contributions to VaR and ES
crp.CSFP,Reading the input files
crp.CSFP,"Class list(""\""crp.CSFP\"""")"
crqa,Categorical eye-movement series (listener)
crqa,Categorical eye-movement series (speaker)
crqa,Continuous series of body movement intensity (left participant)
crqa,Continuous series of body movement intensity (left participant)
crqa,Cross-Recurrence Quantification Analysis for Continuous and Categorial Time-series
crrSC,Breast Cancer Data
crrSC,Clustered competing risks simulated  data
crrSC,Multicenter Bone  Marrow transplantation data
crs,Canadian High School Graduate Earnings
crs,Cross-Sectional Data on Wages
crs,1995 British Family Expenditure Survey
crs,Nonparametric Regression Splines with Continuous and Categorical Predictors
CrypticIBDcheck,%%   ~~ data name/kind ... ~~ Example data for the CrypticIBDcheck package
CrypticIBDcheck,physical and genetic map positions for a collection of markers on chromosome 1 to 22
CrypticIBDcheck,identify cryptic relatedness in genetic association studies
cSFM,Data with Skewed Marginal Distributions and Gaussian Copula (Simulated)
cSFM,Covariate-adjusted Skewed Functional Model
cssTools,High Tech Managers Data Set
cssTools,"c(""\\Sexpr[results=rd,stage=build]{tools:::Rd_package_title(\""#1\"")}"", ""cssTools"") list(""tools:::Rd_package_title(\""cssTools\"")"")"
cstab,Cluster example
ctl,Example gene expression data from Saccharomyces cerevisiae on 301 RNA expressions.
ctl,Example metabolite expression data from Arabidopsis Thaliana on 9 metabolites.
ctl,Example metabolite expression data from Arabidopsis Thaliana on 24 metabolites.
ctl,Output of QCLscan after 5000 permutations on the metabolite expression data from Arabidopsis Thaliana.
ctl,CTL - CTL mapping in experimental crosses
ctmcd,Single Year Corporate Credit Rating Transititions
ctmcd,"c(""\\Sexpr[results=rd,stage=build]{tools:::Rd_package_title(\""#1\"")}"", ""ctmcd"") list(""tools:::Rd_package_title(\""ctmcd\"")"")"
ctmcmove,Data for one foraging trip by a male northern fur seal (NFS). %%   ~~ data name/kind ... ~~
ctmcmove,ctmcmove
ctmm,Mongolian gazelle GPS dataset from the Mongolia's Eastern Steppe.
ctmm,"African buffalo GPS dataset from Kruger National Park, South Africa."
ctmm,Continuous-time movement modeling
cts,Measurements of The Lung Function
cts,Measurments of Relative Aboundance
cubfits,Datasets for Demonstrations
cubfits,Posterior Results of Yassour 2009 Yeast Experiment Dataset
cubfits,Yassour 2009 Yeast Experiment Dataset
cubfits,Data Formats
cubfits,Default Controlling Options
CuCubes,An artificial dataset called MADELON
cudia,CUDIA Cross-level Imputation
cumplyr,rt.data
cumplyr,Processed rt.data
cumplyr,Extends ddply to allow calculation of cumulative quantities.
cumSeg,Fibroblast Cell Line dataset
cumSeg,Change point detection and estimation in genomic sequences
currentSurvival,Data of Patients With Chronic Myeloid Leukaemia
cusp,Multistability in political attitudes
cusp,Synthetic cusp data set
cusp,Measurements from Zeeman's Catastrophe Machine
cusp,Cusp Catastrophe Modeling
customizedTraining,Vowel Recognition
customizedTraining,customizedTraining
cutoffR,Complete Chunk Data A chunk of data with no missing values from the Murray-Darling Basin Rainfall Data
cutoffR,Date month data Date information for the Murray-Darling Basin rainfall data
cutoffR,Murray-Darling Basin Rainfall Data
cuttlefish.model,Cuttlefish modelling
cvAUC,Data set: Simulated Pooled Repeated Measures Data
cvAUC,Data set: Simulated Admissions Data with Binary Outcome
cvAUC,Cross-Validated Area Under the ROC Curve Confidence Intervals
cvq2,Small data set to demonstrate the statistic methods.
cvq2,Small data set to demonstrate the statistic methods.
cvq2,Small data set to demonstrate the difference between the conventional and the predictive squared correlation coefficient.
cvq2,"Prediction set for model set list(list(""cvq2.sample.A"")) ."
cvq2,Small data set to demonstrate the difference between the conventional and the predictive squared correlation coefficient while performing a cross-validation.
cvq2,"Class list(""\""q2\"""")"
cvq2,"Class list(""\""cvq2\"""")"
cvq2,Calculate the predictive squared correlation coefficient.
CVThresh,Inductance plethysmography data
CVThresh,Level-Dependent Cross-Validation Approach for Wavelet Thresholding
cvxbiclustr,Lung cancer data
cvxclustr,Tally of types of teeth in some mammals.
cvxclustr,Convex Clustering via Splitting Methods
cwm,The package performs cluster weighed modelling assuming normal distribution
cwm,Betaplasma dataset
cycleRtools,Power-time profile.
cycleRtools,Example cycling data.
Cyclops,Oxford self-controlled case series data
Cyclops,"Cyclops: Cyclic coordinate descent for logistic, Poisson and survival analysis"
cyphid,Chewing kinematics
cystiSim,Mbeya human population
cystiSim,Mbozi human population
cystiSim,Mbeya pig population
cystiSim,Mbozi pig population
D2C,stored D2C object
D2C,Dataset of the Alarm benchmark
D2C,Adjacency matrix of the Alarm dataset
D2C,Alarm dataset
D2C,predict if there is a connection between node i and node j
d3Network,JSON data file of the Flare class hierarchy.
d3Network,JSON data file of a projection of UK energy production and consumption in 2050.
DA.MRFA,IDAQ database
DAAG,Measurements on 12 books
DAAG,"Deaths from whooping cough, in London"
DAAG,Closing Numbers for S and P 500 Index - First 100 Days of 1990
DAAG,Closing Numbers for S and P 500 Index
DAAG,The R DAAG Package
DAAG,Road distances between 10 Australian cities
DAAG,Record times for Northern Ireland mountain running events
DAAG,"Record times for track and road races, at August 9th 2006"
DAAG,Latitudes and longitudes for ten Australian cities
DAAG,"Deaths from various causes, in London from 1629 till 1881, with gaps"
DAAG,Root weights of tomato plants exposed to 4 different treatments
DAAG,Alcohol consumption in Australia and New Zealand
DAAG,Yearly averages of Great Lake heights: 1918 - 2009
DAAG,"List, each of whose elements hold rows of a file, in character format"
DAAG,Deaths in London from measles
DAAG,"Dengue prevalence, by administrative region"
DAAG,EPICA Dome C Ice Core 800KYr Temperature Estimates
DAAG,"Progression of Record times for track races, 1912 - 2008"
DAAG,"List, each of whose elements hold rows of a file, in character format"
DAAG,Australian athletes data set
DAAG,EPICA Dome C Ice Core 800KYr Carbon Dioxide Data
DAAG,Hawaian island chain hotspot Potassium-Argon ages
DAAG,Aranda House Prices
DAAG,"Dose-mortality data, for fumigation of codling moth with methyl bromide"
DAAG,Blood pressure versus Salt; inter-population data
DAAG,Documentation of names of columns in nass9702cor
DAAG,Occupation and wage profiles of British cotton workers
DAAG,Labour Training Evaluation Data
DAAG,Hawaian island chain hotspot Argon-Argon ages
DAAG,sorption data set
DAAGbio,Spotted microarray M and A values; differentially expressed controls
DAAGbio,Targets file to accompany spotted expression array data
DAAGbio,Mitochondrial DNA sequence data from 14 primates
DAAGbio,Spotted microarray red and green foreground and background values
DAAGbio,Matrix holding mRNA counts
DAAGxtras,The R DAAGxtras Package
dad,Rose flowers
dad,Alsacian castles
dad,Rose leaves
dad,Dated castles
dad,Roses data
dad,Three-Way Data Analysis Through Densities
dae,Randomly generated set of values indexed by three factors
dae,Data for a 2^4 factorial experiment
dae,Data for an experiment to investigate the effects of grazing patterns on pasture composition
dae,Class projector
dae,"Data for the three-pahse sensory evaluation experiment in Brien, C.J. and Payne, R.W. (1999)"
dae,"c(""\\Sexpr[results=rd,stage=build]{tools:::Rd_package_title(\""#1\"")}"", ""dae"") list(""tools:::Rd_package_title(\""dae\"")"")"
daewr,Bread rise experiment data from Chapter 2
daewr,Sugarbeet data from Chapter 2
daewr,apolipoprotein survey varaince component study
daewr,Yields of naphthalene black
daewr,Tetracycline concentration in plasma
daewr,Pesticide formulation experiment
daewr,Polvoron mixture experiment
daewr,dry soup mix variance component study
daewr,CO emmisions experiment data from Chapter 3
daewr,Chemical process experiment data from Chapter 3
daewr,Data from rat behavior experiment in Chapter 4
daewr,Rubber Elasticity data
daewr,Teaching experiment data from Chapter 2
daewr,Assay of Viral Contamination experiment data from Chapter 3
daewr,Volt meter experiment data from Chapter 3
daewr,Web page design experiment data from Chapter 3
daewr,blood pressure monitor experiment
daewr,Confounded Block Dishwashing Experiment
daewr,mixture process variable experiment with mayonnaise
daewr,Split-plot mixture process variable experiment with vinyl
daewr,Single array for starting motor experiment
daewr,Box-Behnken design for trebuchet experiment
daewr,Confounded apple slice browning experiment
daewr,mouse liver enzyme experiment
daewr,Latin Square bioequivalence experiment
daewr,Variance component study of calcium in blood serum
daewr,Split-Plot response surface for cake baking experiment
daewr,CCD design for cement workability experiment
daewr,Control factor array and summary statistics for controller circuit design experiment
daewr,Split-plot response surface for ceramic pipe experiment
dafs,Casework RI data
dafs,Bennett data
dafs,CCK-196G/A data
dafs,Misleading signatures data
dafs,FBI-Gc data
dafs,Teeth data
dafs,New Zealand glass RI data
dafs,Calibration data
dafs,Anscombe quartet
dafs,CCK-45C/T data
dafs,Liver data
dafs,GRIM2 calibration data
dafs,Victims data
dafs,Occipital squamous bone data
dafs,Textile fibres in human hair data
dafs,Pellet pattern data 1
dafs,Pellet pattern data 2
dafs,Victim abduct and the age data
dafs,Bottle data
dafs,Deoxypyridinoline data
dafs,Gamma-hydroxybutyric acid data
dafs,Kerckring data
dafs,Nasal spine data
dafs,Glass strata data
dafs,Combined calibration data
dafs,Palatal arch shape data
dafs,Tryptase data
dafs,Glass fragments data
Daim,Data set: Artificial data for use with Daim
Daim,Data sets: Artificial bootstrap data sets for use with Daim.
Daim,"Class ""Daim"""
Daim,Diagnostic accuracy of classification models
DAISIE,"Colonization and branching times of 8 terrestrial avifaunal clades in list format, accepted by DAISIE_ML and DAISIE_loglik_all"
DAISIE,Colonization and branching times of 8 terrestrial avifaunal clades in table format
DAISIE,"Colonization and branching times of 8 terrestrial avifaunal clades in list format, accepted by DAISIE_ML and DAISIE_loglik_all"
DAISIE,"Dynamical Assembly of Islands by Speciation, Immigration and Extinction"
DAISIE,"Colonization and branching times of terrestrial avifaunal clades from Azores, Canary Islands, Cape Verde and Madeira in list format, accepted by DAISIE_ML and DAISIE_loglik_all"
DAKS,Programme for International Student Assessment (PISA) Data
DAKS,Data Analysis and Knowledge Spaces: The R Package DAKS
DALY,Example Dataset 1: Neurocysticercosis in West-Cameroon
DALY,Example Dataset 2: Congenital toxoplasmosis in the Netherlands
DAMisc,Example Data for DAintfun
DAMisc,Example data for btscs function
DAMisc,Example data for factorplot function
DAMOCLES,Dated phylogenetic tree of the New World Primates in nexus format and presence-absence matrix for species in Manu
DAMOCLES,"Dynamic Assembly Model Of Colonization, Local Extinction and Speciation"
dams,Dams in the United States from the National Inventory of Dams (NID).
DandEFA,"Science Perception of Eigth Grade Students, TIMSS 2011"
