pkg_name,dataset_name,dataset_title,dataset_description,dataset_format,dataset_source,dataset_reference,dataset_has_examples,dataset_has_links
crs,Engel95,1995 British Family Expenditure Survey,British cross-section data consisting of a random sample taken from the British Family Expenditure Survey for 1995. The households consist of married couples with an employed head-of-household between the ages of 25 and 55 years. There are 1655 household-level observations in total.,"A data frame with 10 columns, and 1655 rows. list(""\n"", "" "", list(list(""food""), list("" expenditure share on food, of type "", list(""numeric""))), ""\n"", "" "", list(list(""catering""), list("" expenditure share on catering, of type "", list(""numeric""))), ""\n"", "" "", list(list(""alcohol""), list("" expenditure share on alcohol, of type "", list(""numeric""))), ""\n"", "" "", list(list(""fuel""), list("" expenditure share on fuel, of type "", list(""numeric""))), ""\n"", "" "", list(list(""motor""), list("" expenditure share on motor, of type "", list(""numeric""))), ""\n"", "" "", 
    list(list(""fares""), list("" expenditure share on fares, of type "", list(""numeric""))), ""\n"", "" "", list(list(""leisure""), list("" expenditure share on leisure, of type "", list(""numeric""))), ""\n"", "" "", list(list(""logexp""), list("" logarithm of total expenditure, of type "", list(""numeric""))), ""\n"", "" "", list(list(""logwages""), list("" logarithm of total earnings, of type "", list(""numeric""))), ""\n"", "" "", list(list(""nkids""), list("" number of children, of type "", list(""numeric""))), ""  \n"", ""  "")",Richard Blundell and Dennis Kristensen,"Blundell, R. and X. Chen and D. Kristensen (2007), list(""Semi-Nonparametric IV Estimation of Shape-Invariant Engel\n"", ""  Curves,"") Econometrica, 75, 1613-1669. Li, Q. and J.S. Racine (2007), list(""Nonparametric Econometrics:\n"", ""  Theory and Practice,"") Princeton University Press.",TRUE,FALSE
crs,crs-package,Nonparametric Regression Splines with Continuous and Categorical Predictors,"This package provides a method for nonparametric regression that combines the (global) approximation power of regression splines for continuous predictors ( list(list(""x"")) ) with the (local) power of kernel methods for categorical predictors ( list(list(""z"")) ). The user also has the option of instead using indicator bases for the categorical predictors. When the predictors contain both continuous and categorical (discrete) data types, both approaches offer more efficient estimation than the traditional sample-splitting (i.e. list(""frequency"") ) approach where the data is first broken into subsets governed by the categorical list(""z"") . To cite the list(""crs"") package type: list(list(""citation(\""crs\"")"")) (without the single quotes). For a listing of all routines in the list(list(""library(help=\""crs\"")"")) For a listing of all demos in the list(list(""demo(package=\""crs\"")"")) For a list(list(list(""vignette""))) that presents an overview of the list(list(""vignette(\""crs\"")""))","NA","NA","Li, Q. and J.S. Racine (2007), list(""Nonparametric Econometrics:\n"", ""\t\tTheory and Practice,"") Princeton University Press. Ma, S. and J.S. Racine and L. Yang (2015), list(""Spline\n"", ""  Regression in the Presence of Categorical Predictors,"") Journal of Applied Econometrics, Volume 30, 705-717. Ma, S. and J.S. Racine (2013), list(""Additive Regression\n"", ""  Splines with Irrelevant Categorical and Continuous Regressors,"") Statistica Sinica, Volume 23, 515-541.",FALSE,TRUE
CrypticIBDcheck,Nhlsim,%%   ~~ data name/kind ... ~~ Example data for the CrypticIBDcheck package,A dataset that contains genotypes simulated by gene drop based on a model of linkage disequilibrium fit to data from a candidate-gene case-control study. Several close relative pairs have been included in the simulated data.,"A list comprised of the following four objects: list(list(""rll""), list(""\n"", ""[[1]] "", list(), "" snp.data "", list(), "" a "", list(""snp.matrix""), "" object containing genotypes of 208 subjects (108 controls and 100 cases). "", list(), ""\n"", "" "", list(), "" "", list(), "" Rows correspond to subjects and columns correspond to SNPs "", list(), ""\n"", ""[[2]] "", list(), "" chromosome "", list(), "" a numeric vector containing the chromosome numbers of the SNPs "", list(), ""\n"", ""[[3]] "", list(), "" physmap "", list(), "" a numeric vector of physical positions "", list(), 
    ""\n"", ""[[4]] "", list(), "" csct "", list(), "" a vector of case-control status (1=case, 0=control) "", list(), ""\n""))",The genotypes were simulated based on data from a candidate-gene case-control study described in Schuetz et al. (2012).,"Schuetz JM, Daley D, Graham J, Berry BR, Gallagher RP, Connors JM, Gascoyne RD, Spinelli JJ, Brooks-Wilson AR (2012). Genetic Variation in Cell Death Genes and Risk of Non-Hodgkin Lymphoma. PLoS ONE, 7(2), e31560. doi:10.1371/journal.pone.0031560.",TRUE,FALSE
CrypticIBDcheck,RutgersMapB36,physical and genetic map positions for a collection of markers on chromosome 1 to 22,%%  ~~ A concise (1-5 lines) description of the dataset. ~~ This dataset is list comprised of  data frames corresponding to chromosomes 1 to 22. Each data frame has information on physical and genetic map positions for a collection of markers on the corresponding chromosome.,"The format of the dataset is a list of 22 elements. Each element is a data frame corresponding to a chromosome with nine columns: list(list(""rlll""), list(""\n"", ""[,1] "", list(), "" Markers_name "", list(), "" factor "", list(), "" marker name "", list(), ""\n"", ""[,2] "", list(), "" Type "", list(), "" factor "", list(), "" marker type "", list(), ""\n"", ""[,3] "", list(), "" Primer.SNP_ref_name "", list(), "" factor "", list(), "" primer or SNP name "", list(), ""\n"", ""[,4] "", list(), "" Informative_meioses "", list(), "" integer "", list(), "" number of informative meioses "", list(), ""\n"", ""[,5] "", list(), "" Heterozygosity "", list(), "" numeric "", list(), 
    "" marker heterozygosity "", list(), ""\n"", ""[,6] "", list(), "" Build36_map_physical_position "", list(), "" integer "", list(), "" physical position (in base pairs) on build 36 of the human genome "", list(), ""\n"", ""[,7] "", list(), "" Sex.averaged_map_position "", list(), "" numeric "", list(), "" sex-averaged map position "", list(), ""\n"", ""[,8] "", list(), "" Female_map_position "", list(), "" numeric "", list(), "" female map position "", list(), ""\n"", ""[,9] "", list(), "" Male_map_position "", list(), "" numeric "", 
    list(), "" male map position "", list(), ""\n""))","The data were obtained from the Rutgers map (see list(""http://compgen.rutgers.edu/RutgersMap/DownloadMap.aspx"") )","A second-generation combined linkage physical map of the human genome. Matise TC, Chen F, Chen W, De La Vega FM, Hansen M, He C, Hyland FC, Kennedy GC, Kong X, Murray SS, Ziegle JS, Stewart WC, Buyske S. Genome Res. 2007 Dec;17(12):1783-6. Epub 2007 Nov 7.",TRUE,FALSE
CrypticIBDcheck,CrypticIBDcheck-package,identify cryptic relatedness in genetic association studies,"list(""CrypticIBDcheck"") can be used to identify pairs of closely-related subjects based on genetic marker data from single-nucleotide polymorphisms (SNPs). The package is able to accommodate SNPs in linkage disequibrium (LD), without the need to thin the markers so that they are approximately independent in the population. Sample pairs are identified as related by superposing their estimated identity-by-descent (IBD) coefficients on plots of IBD coefficients for pairs of simulated subjects from one of several common close relationships. The methods are particularly relevant to candidate-gene association studies, in which dependent SNPs cluster in a relatively small number of genes spread throughout the genome.","NA","NA","NA",FALSE,TRUE
cSFM,Simulation,Data with Skewed Marginal Distributions and Gaussian Copula (Simulated),"This simulated benchmark data follows the model with skewed normal distribution as the marginal distribution and Gaussian copula as the dependence structure. It can be used to demonstrate the usage of methods and validation. list(""DST"") is the Data Simulated for Training purpose; list(""DSV"") is the Data Simulated for Validation (prediction) purpose.","Each of list(""DST"") and list(""DSV"") is a list containing the following components: list(""\n"", ""     "", list(list("" "", list(""obs "")), list(""matrix of 100 observations (as row), with 80 timepoints for each"")), ""\n"", ""     "", list(list("" "", list(""tp  "")), list(""vector of time points, with length 80"")), ""\n"", ""     "", list(list("" "", list(""cp  "")), list(""vector of covariates for each subject, with length 100"")), ""\n"", ""      "", list(list(""  "", list(""pars"")), list(""parameter list with "", list(""mean, logvar""), "" (matrices of 100 by 80) and "", list(""shape, skew""), "" (vectors of length 80)"")), 
    ""\n"", ""     "", list(list("" "", list(""corr"")), list(""correlation matrix to determine the Gaussian corpula"")), ""\n"", ""     "") In addition, each data set contains one specific component: list(""\n"", ""     "", list(list(list(""quantile"")), list(""3-dimensional array with dimension "", list(""c(5, 100, 80)""), "" for the true quantiles of the quantile levels \n"", ""      "", list(""c(.50, .80, .90, .95, .99)""), ""; only available for the training data set "", list(""DST""))), ""\n"", ""     "", list(list(list(""obs.full"")), list(""fully observed observation matrix with diemsnion "", list(""c(100, 80)""), "", in the validation data set "", list(""DSV""), "";\n"", ""     \n"", ""     "", list(""obs""), "" in "", list(""DSV""), 
    ""\n"", ""     contains missing values, and "", list(""obs.full""), "" can be used to measure the performance of predication at those points where missing     values are observed. \n"", ""     "")))","NA","NA",FALSE,FALSE
cSFM,cSFM-package,Covariate-adjusted Skewed Functional Model,"This package provides functions for functional data analysis, when covariate effect is present and high-moment information is considerred. Skewed normal distributions are used for the pointwise distributions, and the dependence is modeled by a Gaussian copula.","NA","NA","[1]. Meng Li, Ana-Maria Staicu and Howard D. Bondell (2013), Incorporating Covariates in Skewed Functional Data Models. list(""http://www.stat.ncsu.edu/information/library/papers/mimeo2654_Li.pdf"") . %~~ Literature or other references for background information ~~",FALSE,TRUE
csp,csp,Correlates of State Policy Dataset,"This package contains the Correlates of State Policy dataset, which includes more than seven-hundred variables, with observations across the U.S. 50 states and time (1900 - 2016).","An object of class list(""tbl_df"") (inherits from list(""tbl"") , list(""data.frame"") ) with 4385745 rows and 13 columns.","NA","NA",TRUE,FALSE
csrplus,boundary,Boundary for California Earthquake Data,"The dataset contains the coordinates for the boundary of the ""quake"" dataset.  The boundary is defined as the convex hull containing all of the observed events.","A data frame with 16 observations on the following 2 variables. list(""\n"", ""    "", list(list(list(""Longitude"")), list(""a numeric vector containing the longitude values"")), ""\n"", ""    "", list(list(list(""Latitude"")), list(""a numeric vector containing the latitude values"")), ""\n"", ""  "")","The boundary was obtained using the ""chull()"" function.","NA",TRUE,FALSE
csrplus,quake,California Earthquakes,The dataset provides the location of earthquake epicenters within California for the period 1800-2000.  All earthquakes are of a magnitude 5.50 or greater.,"A data frame with 383 observations on the following 4 variables. list(""\n"", ""    "", list(list(list(""Date"")), list(""a numeric vector giving the date in  (yyymmdd) format"")), ""\n"", ""    "", list(list(list(""Latitude"")), list(""a numeric vector giving the latitude"")), ""\n"", ""    "", list(list(list(""Longitude"")), list(""a numeric vector giving the longitude"")), ""\n"", ""    "", list(list(list(""Magnitude"")), list(""a numeric vector giving the magnitude"")), ""\n"", ""  "")","""California Earthquake History and Catalogs."" CA.Gov. California Department of Conservation, n.d. Web. <http://www.consrv.ca.gov/cgs/rghm/quakes/Pages/index.aspx>.","NA",TRUE,FALSE
cssTools,highTechManagers,High Tech Managers Data Set,Krackhardt (1987) reports the CSS data collected from 21 managers in a high tech machinery firm. Perceptions of all individuals on the whole network is provided.,"A 21 by 21 by 21 array of zeroes (nonexistence of tie) and ones (existence of tie), where the perception slice of the list(""i"") -th individual correspons to list(""highTechManagers[,,i]"") .","NA","Krackhardt, D. (1987). Cognitive social structures. Social Networks 9, 109-134. list(""http://dx.doi.org/10.1016/0378-8733(87)90009-8"")",TRUE,FALSE
cssTools,cssTools-package,"c(""\\Sexpr[results=rd,stage=build]{tools:::Rd_package_title(\""#1\"")}"", ""cssTools"") list(""tools:::Rd_package_title(\""cssTools\"")"")","Formalized by Krackhardt (1987), Cognitive Social Structure (CSS) network studies collect relational data on respondents direct ties and their cognition of ties among all other individuals in the network. This package provides a collection of tools for estimating a network from a random sample of CSS slices. The package also contains functions for evaluating a CSS in terms of various error types observed in each slice.","NA","NA","Krackhardt, D. (1987). Cognitive social structures. Social Networks 9, 109-134. list(""http://dx.doi.org/10.1016/0378-8733(87)90009-8"") D. Yenigun, G. Ertan, M.D. Siciliano (2016). Omission and commission errors in network cognition and estimation using ROC curve. arXiv:1606.03245 [stat.CO] list(""https://arxiv.org/abs/1606.03245"")",FALSE,TRUE
cstab,cluster_example,Cluster example,"An example, 2-dimensional dataset containing the 100 points for each of five bivariate normal distributions arranged equidistant along the outline of a circle.","An object of class list(""matrix"") with 500 rows and 2 columns.","NA","NA",FALSE,FALSE
cthreshER,data_bbsalaries,Baseball pitcher salary data,Salaries of 176 piters for the 1987 season. The variables are as follows:,"A data frame with 176 observations on the following 2 variables. list(""\n"", ""    "", list(list(list(""y"")), list(""Log of the base salary in dollars"")), ""\n"", ""    "", list(list(list(""x"")), list(""Log of the number of years experience"")), ""\n"", ""  "")","Hettmansperger, T.P. and McKean J.W. (2011), Robust Nonparametric Statistical Methods, 2nd ed., New York: Chapman-Hall.","Hettmansperger, T.P. and McKean J.W. (2011), Robust Nonparametric Statistical Methods, 2nd ed., New York: Chapman-Hall.",TRUE,FALSE
ctl,yeast.brem,Example gene expression data from Saccharomyces cerevisiae on 301 RNA expressions.,"Saccharomyces recombinant inbred lines. There are 109 lines, 301 phenotypes, genotyped at 282 markers on 16 chromosomes stored as a list with 3 matrices: genotypes, phenotypes and map","Data stored in a list holding 3 matrices genotypes, phenotypes and map","Saccharomyces cerevisiae RNA expression data from XX, senior author: Rachel Brem 20XX, Published in: Plos",TODO,TRUE,FALSE
ctl,ath.churchill,Example metabolite expression data from Arabidopsis Thaliana on 9 metabolites.,"Arabidopsis recombinant inbred lines by selfing.  There are 403 lines, 9 phenotypes, and 69 markers on 5 chromosomes stored as a list with 3 matrices: genotypes, phenotypes, map","Data stored in a list holding 3 matrices genotypes, phenotypes and map","Arabidopsis Bay-0 x Sha metabolite data from XX, senior author: Gary Churchill 2012, Published in: Plos",TODO,TRUE,FALSE
ctl,ath.metabolites,Example metabolite expression data from Arabidopsis Thaliana on 24 metabolites.,"Arabidopsis recombinant inbred lines by selfing.  There are 162 lines, 24 phenotypes, and 117 markers on 5 chromosomes stored as a list with 3 matrices: genotypes, phenotypes, map","Data stored in a list holding 3 matrices genotypes, phenotypes and map","Part of the Arabidopsis RIL selfing experiment with Landsberg Erecta (Ler) and Cape Verde Islands (Cvi) with 162 individuals scored (with errors) at 117 markers. Dataset obtained from GBIC - Groningen BioInformatics Centre, University of Groningen.","list(""\n"", ""    "", list(), "" Keurentjes, J. J. and Fu, J. and de Vos, C. H. and Lommen, A. and Hall, R. D. and \n"", ""      Bino, R. J. and van der Plas, L. H. and Jansen, R. C. and Vreugdenhil, D. and \n"", ""      Koornneef, M. (2006), The genetics of plant metabolism. "", list(""Nature Genetics.""), "" \n"", ""      "", list(""38""), ""-7, 842--849.\n"", ""\n"", ""    "", list(), "" Alonso-Blanco, C. and Peeters, A. J. and Koornneef, M. and Lister, C. and Dean, C. \n"", ""      and van den Bosch, N. and Pot, J. and Kuiper, M. T. (1998), Development of an AFLP \n"", 
    ""      based linkage map of Ler, Col and Cvi Arabidopsis thaliana ecotypes and construction \n"", ""      of a Ler/Cvi recombinant inbred line population. "", list(""Plant J.""), "" "", list(""14""), ""(2), 259--271.\n"", ""  "")",TRUE,FALSE
ctl,ath.result,Output of QCLscan after 5000 permutations on the metabolite expression data from Arabidopsis Thaliana.,"Results from a QCLscan on Arabidopsis recombinant inbred lines by selfing.  There are 162 lines, 24 phenotypes, and 117 markers on 5 chromosomes stored as a list with 3 matrices: genotypes, phenotypes, map",Cross object from R/QTL,"Part of the Arabidopsis RIL selfing experiment with Landsberg Erecta (Ler) and Cape Verde Islands (Cvi) with 162 individuals scored (with errors) at 117 markers. Dataset obtained from GBIC - Groningen BioInformatics Centre, University of Groningen.","list(""\n"", ""   \n"", ""   "", list(), "" Keurentjes, J. J. and Fu, J. and de Vos, C. H. and Lommen, A. and Hall, \n"", ""   R. D. and Bino, R. J. and van der Plas, L. H. and Jansen, R. C. and \n"", ""   Vreugdenhil, D. and Koornneef, M.\n"", ""   (2006), The genetics of plant metabolism. "", list(""Nature Genetics.""), ""\n"", ""   "", list(""38""), ""-7, 842--849. \n"", ""\n"", ""   "", list(), "" Alonso-Blanco, C. and Peeters, A. J. and Koornneef, M. and Lister, C. \n"", ""   and Dean, C. and van den Bosch, N. and Pot, J. and Kuiper, M. T. (1998),\n"", 
    ""   Development of an AFLP based linkage map of Ler, Col and Cvi\n"", ""   Arabidopsis thaliana ecotypes and construction of a Ler/Cvi recombinant\n"", ""   inbred line population. "", list(""Plant J.""), "" "", list(""14""), ""(2), 259--271.\n"", "" "")",TRUE,FALSE
ctl,ctl-package,CTL - CTL mapping in experimental crosses,"Analysis of experimental crosses to identify genetic markers associated with correlation changes in quantitative traits (CTL). The additional correlation information obtained can be combined with QTL information to perform de novo reconstruction of interaction networks. For more background information about the method we refer to the methodology article published in XX (201X). The R package is a basic iomplementation and it includes the following core functionality: list(""\n"", ""    "", list(), "" "", list(list(""CTLscan"")), "" - Main function to scan for CTL.\n"", ""    "", list(), "" "", list(list(""CTLsignificant"")), "" - Significant interactions from a "", list(list(""CTLscan"")), "".\n"", ""    "", list(), "" "", list(list(""CTLnetwork"")), "" - Create a CTL network from a "", list(list(""CTLscan"")), "".\n"", ""    "", list(), "" "", list(list(""image.CTLobject"")), "" - Heatmap overview of a CTLscan.\n"", ""    "", list(), "" "", list(list(""plot.CTLscan"")), "" - Plot the CTL curve for a single trait.\n"", 
    ""    "", list(), "" "", list(list(""ctl.circle"")), "" - Circle plot CTLs on single and multiple traits.\n"", ""    "", list(), "" "", list(list(""ctl.lineplot"")), "" - Line plot CTLs on single and multiple traits.\n"", ""    "", list(), "" "", list(list(""CTLprofiles"")), "" - Extract CTL interaction profiles.\n"", ""  "") For all these functions we also provide examples and demonstrations on real genetical genomics data. We thank all contributors for publishing their data online and will accept submissions of intrestion datasets, currently ctl provides: list(""\n"", ""    "", list(), "" "", list(list(""ath.metabolites"")), "" - Metabolite expression data from Arabidopsis Thaliana\n"", ""    "", list(), "" "", list(list(""ath.churchill"")), "" - Metabolite expression data from Arabidopsis Thaliana\n"", ""    "", list(), "" "", list(list(""yeast.brem"")), "" - Gene expression data from Saccharomyces cerevisiae\n"", ""  "")","NA","NA","list(""\n"", ""    "", list(), "" TODO\n"", ""  "")",FALSE,TRUE
ctmcd,tm_abs,Single Year Corporate Credit Rating Transititions,Matrix of Standard and Poor's Global Corporate Rating Transition Frequencies 2000 (NR Removed),"The format is: num [1:8, 1:8] 17 2 0 0 0 0 0 0 1 455 ... - attr(*, ""dimnames"")=List of 2 ..$ : chr [1:8] ""AAA"" ""AA"" ""A"" ""BBB"" ...","NA","European Securities and Markets Authority, 2016 https://cerep.esma.europa.eu/cerep-web/statistics/transitionMatrice.xhtml",TRUE,FALSE
ctmcd,ctmcd-package,"c(""\\Sexpr[results=rd,stage=build]{tools:::Rd_package_title(\""#1\"")}"", ""ctmcd"") list(""tools:::Rd_package_title(\""ctmcd\"")"")",Functions for estimating Markov generator matrices from discrete-time observations.,"NA","NA","Y. Inamura: Estimating Continuous Time Transition Matrices from Discretely Observed Data. Bank of Japan Working Paper Series, 2006 R. B. Israel et al.: Finding Generators for Markov Chains via Empirical Transition Matrices, with Applications to Credit Ratings. Mathematical Finance 11(2):245-265, 2001 E. Kreinin and M. Sidelnikova: Regularization Algorithms for Transition Matrices. Algo Research Quarterly 4(1):23-40, 2001 M. Bladt and M. Soerensen: Statistical Inference for Discretely Observed Markov Jump Processes. Journal of the Royal Statistical Society B 67(3):395-410, 2005",TRUE,FALSE
ctmcmove,seal,Data for one foraging trip by a male northern fur seal (NFS). %%   ~~ data name/kind ... ~~,"seal$locs contains xyt locations for ARGOS fixes on the seal's location in the ""datetime"", ""latitude"", and ""longitude"" columns. seal$cov.df contains a data.frame of spatial covariate values for sea surface temperature (sst), chlorophyll A levels (chA) and net primary production (npp). %%  ~~ A concise (1-5 lines) description of the dataset. ~~","The format is: $ locs      :'data.frame':	163 obs. of  6 variables: ..$ datetime  : num [1:163] 36741 36741 36741 36742 36742 ... ..$ latitude  : num [1:163] 57.2 57.3 57.3 57.2 57.5 ... ..$ longitude : num [1:163] 190 190 190 190 190 ... ..$ landseamig: int [1:163] 0 1 1 1 1 1 1 1 1 1 ... ..$ lqadjust  : int [1:163] 5 1 0 -2 -2 1 -2 -2 -2 -2 ... ..$ lq        : Factor w/ 8 levels ""0"",""1"",""2"",""3"",..: 5 2 1 7 7 2 7 7 7 7 ... $ sex       : Factor w/ 2 levels ""female"",""male"": 2 $ cov.df    :List of 4 ..$ X       :'data.frame':	10000 obs. of  5 variables: .. ..$ x  : num [1:10000] 184 184 184 184 184 ... .. ..$ y  : num [1:10000] 56.7 56.7 56.7 56.7 56.7 ... .. ..$ chA: num [1:10000] 1.19 0.924 0.744 0.709 0.733 ... .. ..$ sst: num [1:10000] 9.07 10.35 10.27 10.43 9.98 ... .. ..$ pro: num [1:10000] 853 821 823 849 886 ...","Hanks, E.; Hooten, M.; Johnson, D. & Sterling, J. Velocity-Based Movement Modeling for Individual and Population Level Inference PLoS ONE, Public Library of Science, 2011, 6, e22795 %%  ~~ reference to a publication or URL from which the data were obtained ~~","NA",TRUE,FALSE
ctmcmove,ctmcmove-package,ctmcmove,"Software to facilitates taking movement data in xyt format and pairing it with raster covariates within a continuous time Markov chain (CTMC) framework.  As described in Hanks et al. (2015) <DOI:10.1214/14-AOAS803> , this allows flexible modeling of movement in response to covariates (or covariate gradients) with model fitting possible within a Poisson GLM framework.","NA","NA","Hanks, E. M.; Hooten, M. B. & Alldredge, M. W. Continuous-time Discrete-space Models for Animal Movement The Annals of Applied Statistics, 2015, 9, 145-165 Hanks, E.; Hooten, M.; Johnson, D. & Sterling, J. Velocity-Based Movement Modeling for Individual and Population Level Inference PLoS ONE, Public Library of Science, 2011, 6, e22795 Hooten, M. B.; Johnson, D. S.; Hanks, E. M. & Lowry, J. H. Agent-Based Inference for Animal Movement and Selection Journal of Agricultural, Biological, and Environmental Statistics, 2010, 15, 523-538",TRUE,FALSE
ctmm,gazelle,Mongolian gazelle GPS dataset from the Mongolia's Eastern Steppe.,"list(""x-y"") projected GPS data on 36 Mongolian gazelle.","A list of 36 list(""telemetry"") objects.","NA","C. H. Fleming, J. M. Calabrese, T. Mueller, K.A. Olson, P. Leimgruber, and W. F. Fagan. (2014). Data from: From fine-scale foraging to home ranges: A semi-variance approach to identifying movement modes across spatiotemporal scales. list(list(""http://dx.doi.org/10.5061/dryad.45157""), list(""Dryad Digital Repository, DOI:10.5061/dryad.45157.""))",TRUE,TRUE
ctmm,buffalo,"African buffalo GPS dataset from Kruger National Park, South Africa.","GPS data on six African buffalo. When using this dataset, please cite the original article by Getz et al (2007) and the Movebank data package (Cross et al, 2016).","A list of 6 list(""telemetry"") objects.","NA","Getz W. M., Fortmann-Roe S., Cross P. C., Lyons A. J., Ryan S. J., Wilmers C. C. (2007). LoCoH: Nonparameteric kernel methods for constructing home ranges and utilization distributions. PLoS ONE 2(2): e207. DOI:10.1371/journal.pone.0000207 Cross P. C., Bowers J. A., Hay C. T., Wolhuter J., Buss P., Hofmeyr M., du Toit J. T., Getz W. M. (2016). Data from: Nonparameteric kernel methods for constructing home ranges and utilization distributions. Movebank Data Repository. DOI:10.5441/001/1.j900f88t",TRUE,TRUE
ctmm,ctmm-package,Continuous-time movement modeling,"Description: Functions for identifying, fitting, and applying continuous-space, continuous-time stochastic movement models to animal tracking data. The package is described in Calabrese & Fleming (2016) and its methods are based on those introduced in Fleming et al (2014-2016) and Péron et al (2016).","NA","NA","J. M. Calabrese, C. H. Fleming. (2016). ctmm: an R package for analyzing animal relocation data as a continuous-time stochastic process. list(list(""http://onlinelibrary.wiley.com/wol1/doi/10.1111/2041-210X.12559/abstract""), list(""Methods in Ecology and Evolution, DOI:10.1111/2041-210X.12559"")) . C. H. Fleming, J. M. Calabrese, T. Mueller, K.A. Olson, P. Leimgruber, and W. F. Fagan. (2014). From fine-scale foraging to home ranges: A semi-variance approach to identifying movement modes across spatiotemporal scales. list(list(""http://www.jstor.org/discover/10.1086/675504""), list(""The American Naturalist, 183(5), E154-E167"")) C. H. Fleming and J. M. Calabrese and T. Mueller and K. A. Olson and P. Leimgruber, and W. F. Fagan (2014). Non-Markovian maximum likelihood estimation of autocorrelated movement processes list(list(""http://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12176/abstract""), list(""Methods in Ecology and Evolution, 5(5) 462-472"")) C. H. Fleming and Y. Subasi and J. M. Calabrese. (2015). A maximum-entropy description of animal movement. list(list(""http://journals.aps.org/pre/abstract/10.1103/PhysRevE.91.032107""), list(""Physical Review E, 91, 032107"")) C. H. Fleming and W. F. Fagan and T. Mueller and K. A. Olson and P. Leimgruber, and J. M. Calabrese (2015). Rigorous home-range estimation with movement data: A new autocorrelated kernel-density estimator. list(list(""http://www.esajournals.org/doi/abs/10.1890/14-2010.1""), list(""Ecology, 96(5), 1182-1188"")) C. H. Fleming, W. F. Fagan, T. Mueller, K. A. Olson, P. Leimgruber, and J. M. Calabrese. (2016). Estimating where and how animals travel: An optimal framework for path reconstruction from autocorrelated tracking data. list(list(""http://onlinelibrary.wiley.com/doi/10.1890/15-1607/full""), list(""Ecology, DOI:10.1890/15-1607"")) G. Péron, C. H. Fleming,  R. C. de Paula, J. M. Calabrese. (2016). Uncovering periodic patterns of space use in animal tracking data with periodograms, including a new algorithm for the Lomb-Scargle periodogram and improved randomization tests. list(list(""https://movementecologyjournal.biomedcentral.com/articles/10.1186/s40462-016-0084-7""), list(""Movement Ecology, 4:19, DOI:10.1186/s40462-016-0084-7"")) C. H. Fleming, J. M. Calabrese, A new kernel-density estimator for accurate home-range and species-range area estimation, list(list(""http://onlinelibrary.wiley.com/wol1/doi/10.1111/2041-210X.12673/abstract""), list(""Methods in Ecology and Evolution, DOI:10.1111/2041-210X.12673 (2016)""))",FALSE,FALSE
cts,asth,Measurements of The Lung Function,Measurements of the lung function of an asthma patient.,"The format is: num [1:209, 1:2] 8 10 12 14 16 18 20 22 32 34 ...","Belcher, J. and Hampton, J. S. and Tunnicliffe Wilson, G. (1994). Parameterization of continuous time autoregressive models for irregularly sampled time series data. list(""Journal of the Royal\n"", ""    Statistical Society, Series B, Methodological"") , list(""56"") ,141--155","NA",TRUE,FALSE
cts,V22174,Measurments of Relative Aboundance,Measurments of relative aboundance of an xxygen isotope in an ocean core.,"The format is: num [1:164, 1:2]  6.13  8.39 10.64 12.90 15.16 ...","Belcher, J. and Hampton, J. S. and Tunnicliffe Wilson, G. (1994). Parameterization of continuous time autoregressive models for irregularly sampled time series data. list(""Journal of the Royal\n"", ""    Statistical Society, Series B, Methodological"") , list(""56"") ,141--155","Wang, Zhu (2013). cts: An R Package for Continuous Time Autoregressive Models via Kalman Filter. list(""Journal of Statistical Software"") , list(""Vol. 53(5)"") , 1--19. list(""http://www.jstatsoft.org/v53/i05"")",TRUE,FALSE
CTT,CTTkey,Example Multiple-Choice Key,This example data contains a key for the 20 unscored multiple-choice items found in CTTdata and can be used with the CTT package.,"The format is: chr [1:20] ""D"" ""C"" ""A"" ""D"" ""D"" ""A"" ""D"" ""B"" ""D"" ""A"" ...","NA","NA",TRUE,FALSE
